,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,R Sharma,104,96,2633,118,32.1,1905,138.21,4,19,6,234,120,1
1,Q Kock,38,38,1018,79,30.84,787,129.35,0,4,3,117,32,1
2,B Cutting,7,5,40,29,10,27,148.14,0,0,1,2,3,0
3,S Yadav,34,28,868,43,37.26,728,119.23,0,7,3,79,46,1
4,H Pandya,40,25,310,33,16.31,210,147.61,0,0,2,18,19,1
5,K Pollard,68,58,1058,68,23,819,129.18,0,4,1,69,61,0
6,S Malinga,79,30,128,27,7.11,153,83.66,0,0,6,9,4,0
7,P Shaw,50,45,1710,58,37.86,1260,135.71,0,7,7,103,48,0
8,S Dhawan,58,57,1504,92,27.85,1173,128.21,0,9,1,166,46,1
9,C Munro,60,57,1546,109,30.92,966,160.04,3,9,5,114,100,0
10,S Iyer,14,13,226,62,22.6,178,126.96,0,1,1,18,9,0
11,R Pant,26,24,409,65,20.45,336,121.72,0,2,3,28,18,0
12,C Morris,23,13,133,55,14.77,102,130.39,0,1,3,12,5,0
13,K Paul,18,12,142,29,20.28,123,115.44,0,0,0,8,8,0
14,A Mishra,35,29,899,70,24.03,841,106.9,0,6,3,84,53,1
15,I Sharma,44,40,1480,72,40.31,1040,142.31,0,7,6,87,53,0
