,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,R Sharma,104,96,2633,118,32.1,1905,138.21,4,19,6,234,120,1
1,Q Kock,38,38,1018,79,30.84,787,129.35,0,4,3,117,32,1
2,S Yadav,56,49,1813,71,33.43,1225,148.0,0,7,4,79,47,0
3,I Kishan,56,52,1872,62,36.95,1404,133.33,0,0,5,84,40,1
4,K Pollard,68,58,1058,68,23.0,819,129.18,0,4,1,69,61,1
5,S Tiwary,40,36,1188,60,30.9,972,122.22,0,0,8,77,51,0
6,S Gill,45,41,1435,46,40.26,984,145.83,0,1,5,79,47,1
7,V Iyer,50,44,1584,53,30.7,1012,156.52,0,5,1,77,41,1
8,R Tripathi,35,28,952,48,37.86,784,121.43,0,2,9,90,55,1
9,E Morgan,86,84,2002,91,29.88,1475,135.72,0,11,3,151,96,0
10,N Rana,8,4,15,7,7.5,24,62.5,0,0,1,0,0,0
11,A Russell,47,39,465,47,17.88,329,141.33,0,0,6,30,32,0
12,K Karthik,32,26,399,48,33.25,278,143.52,0,0,2,42,15,0
13,M Krishna,50,43,1333,47,32.15,1204,110.71,0,4,0,95,39,1
14,C Varun,39,32,1120,56,31.73,768,145.83,0,7,4,85,48,0
