,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,P Shaw,54,48,1776,68,25.75,1296,137.04,0,0,2,97,49,1
1,S Dhawan,58,57,1504,92,27.85,1173,128.21,0,9,1,166,46,1
2,R Pant,26,24,409,65,20.45,336,121.72,0,2,3,28,18,1
3,S Smith,36,28,577,90,27.47,448,128.79,0,4,1,53,12,1
4,S Hetmyer,20,18,279,56,16.41,223,125.11,0,1,2,19,17,0
5,M Stoinis,19,14,136,33,15.11,117,116.23,0,0,1,14,2,0
6,A Mishra,55,49,1862,46,29.78,1323,140.74,0,7,7,80,50,0
7,D Warner,76,76,2079,100,30.57,1476,140.85,1,15,5,203,86,0
8,J Bairstow,34,29,603,68,26.21,450,134,0,3,2,56,25,1
9,K Williamson,57,55,1505,73,31.35,1236,121.76,0,9,2,158,26,1
10,V Singh,1,1,15,15,15,13,115.38,0,0,0,1,0,0
11,K Jadhav,9,6,122,58,20.33,99,123.23,0,1,0,12,3,0
12,A Sharma,50,44,1716,74,38.9,1012,169.57,0,2,6,93,44,0
13,V Shankar,9,4,101,43,25.25,73,138.35,0,0,0,11,5,0
