,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,F Plessis,44,44,1363,119,35.86,1006,135.48,1,8,0,126,45,1
1,A Rawat,34,29,1015,76,30.71,725,140.0,0,6,3,87,47,1
2,V Kohli,75,70,2633,94,52.66,1907,138.07,0,24,2,247,71,1
3,K Karthik,32,26,399,48,33.25,278,143.52,0,0,2,42,15,1
4,S Rutherford,3,3,17,9,5.66,23,73.91,0,0,0,1,0,0
5,P Silva,8,7,55,14,13.75,50,110.0,0,0,0,3,0,0
6,M Agarwal,34,27,999,70,29.82,783,127.59,0,7,9,78,48,1
7,S Dhawan,58,57,1504,92,27.85,1173,128.21,0,9,1,166,46,1
8,P Rajapaksa,5,5,131,77,32.75,95,137.89,0,1,0,7,9,1
9,L Livingstone,2,2,16,16,8.0,19,84.21,0,0,1,1,0,1
10,A Singh,46,39,1443,72,34.02,1131,127.59,0,5,9,98,43,0
