,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,P Shaw,51,44,1716,59,34.97,1232,139.29,0,0,2,102,55,0
1,S Dhawan,58,57,1504,92,27.85,1173,128.21,0,9,1,166,46,1
2,M Stoinis,19,14,136,33,15.11,117,116.23,0,0,1,14,2,0
3,S Iyer,14,13,226,62,22.6,178,126.96,0,1,1,18,9,1
4,R Pant,26,24,409,65,20.45,336,121.72,0,2,3,28,18,1
5,S Hetmyer,20,18,279,56,16.41,223,125.11,0,1,2,19,17,1
6,S Gill,53,46,1748,71,28.61,1242,140.74,0,5,9,95,47,1
7,V Iyer,38,33,1254,46,29.59,858,146.15,0,6,9,76,46,1
8,N Rana,8,4,15,7,7.5,24,62.5,0,0,1,0,0,0
9,R Tripathi,55,51,1632,57,41.93,1224,133.33,0,0,6,99,40,0
10,K Karthik,32,26,399,48,33.25,278,143.52,0,0,2,42,15,0
11,E Morgan,86,84,2002,91,29.88,1475,135.72,0,11,3,151,96,0
12,S Hasan,2,2,9,8,4.5,7,128.57,0,0,0,1,0,0
13,C Varun,41,37,1221,63,38.57,851,143.48,0,4,8,86,44,1
