,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,S Gill,45,41,1435,46,40.26,984,145.83,0,1,5,79,47,1
1,N Rana,8,4,15,7,7.5,24,62.5,0,0,1,0,0,0
2,R Tripathi,35,28,952,48,37.86,784,121.43,0,2,9,90,55,0
3,K Karthik,32,26,399,48,33.25,278,143.52,0,0,2,42,15,0
4,E Morgan,86,84,2002,91,29.88,1475,135.72,0,11,3,151,96,1
5,C Varun,39,32,1120,56,31.73,768,145.83,0,7,4,85,48,1
6,M Krishna,50,43,1333,47,32.15,1204,110.71,0,4,0,95,39,0
7,K Rahul,34,31,1138,110,43.76,777,146.46,2,8,1,102,50,1
8,M Singh,12,12,255,42,23.18,222,114.86,0,0,0,15,5,1
9,C Gayle,58,54,1627,117,32.54,1139,142.84,2,13,3,138,105,1
10,N Pooran,16,16,312,58,24.0,247,126.31,0,2,1,24,17,0
11,G Maxwell,61,54,1576,145,35.02,985,160.0,3,7,1,133,81,1
12,D Hooda,47,42,1344,67,33.09,966,139.13,0,3,6,78,51,0
13,A Singh,46,39,1443,72,34.02,1131,127.59,0,5,9,98,43,0
