,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,Q Kock,38,38,1018,79,30.84,787,129.35,0,4,3,117,32,1
1,R Sharma,104,96,2633,118,32.1,1905,138.21,4,19,6,234,120,1
2,S Yadav,47,43,1677,68,26.57,1118,150,0,6,8,85,50,1
3,I Kishan,48,42,1470,63,34.26,1134,129.63,0,7,6,88,54,0
4,H Pandya,40,25,310,33,16.31,210,147.61,0,0,2,18,19,1
5,K Pollard,68,58,1058,68,23,819,129.18,0,4,1,69,61,0
6,J Pattinson,48,41,1394,43,24.8,943,147.83,0,6,6,103,51,1
7,Y Jaiswal,43,39,1209,63,32.43,936,129.17,0,2,2,76,43,1
8,J Buttler,66,58,1260,73,26.8,912,138.15,0,7,3,102,53,1
9,S Smith,36,28,577,90,27.47,448,128.79,0,4,1,53,12,0
10,S Samson,54,49,1715,47,26.74,1225,140,0,4,5,78,51,0
11,M Lomror,36,29,986,65,23.87,841,117.24,0,5,0,79,51,0
12,T Curran,15,6,36,14,18,27,133.33,0,0,0,0,3,0
