,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,J Buttler,66,58,1260,73,26.8,912,138.15,0,7,3,102,53,1
1,Y Jaiswal,57,50,1550,61,25.8,1450,106.9,0,7,9,91,44,0
2,D Padikkal,48,43,1376,46,29.0,1204,114.29,0,5,6,93,47,0
3,S Samson,45,40,1440,63,23.83,1120,128.57,0,2,4,103,48,1
4,S Hetmyer,20,18,279,56,16.41,223,125.11,0,1,2,19,17,1
5,R Parag,47,41,1435,69,33.44,1189,120.69,0,6,2,77,44,0
6,M Krishna,50,43,1333,47,32.15,1204,110.71,0,4,0,95,39,0
7,I Kishan,56,52,1872,62,36.95,1404,133.33,0,0,5,84,40,1
8,R Sharma,104,96,2633,118,32.1,1905,138.21,4,19,6,234,120,1
9,A Singh,46,39,1443,72,34.02,1131,127.59,0,5,9,98,43,0
10,T Varma,41,37,1406,60,24.02,925,152.0,0,7,5,76,45,1
11,K Pollard,68,58,1058,68,23.0,819,129.18,0,4,1,69,61,1
