,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,R Uthappa,37,31,1209,58,37.72,868,139.29,0,0,0,85,54,1
1,B Stokes,23,20,232,38,15.46,178,130.33,0,0,1,20,9,0
2,S Samson,48,43,1505,53,33.48,1204,125,0,2,1,87,52,0
3,S Smith,36,28,577,90,27.47,448,128.79,0,4,1,53,12,1
4,J Buttler,66,58,1260,73,26.8,912,138.15,0,7,3,102,53,1
5,R Parag,33,29,928,69,29.77,754,123.08,0,2,1,102,49,0
6,D Padikkal,36,31,1178,52,26.4,899,131.03,0,6,1,93,44,1
7,A Finch,58,58,1878,172,38.32,1200,156.5,2,11,4,182,90,0
8,V Kohli,75,70,2633,94,52.66,1907,138.07,0,24,2,247,71,1
9,A Villiers,78,75,1672,79,26.12,1237,135.16,0,10,5,140,60,1
10,G Singh,46,41,1312,75,41.58,984,133.33,0,1,1,83,48,0
11,C Morris,23,13,133,55,14.77,102,130.39,0,1,3,12,5,1
12,I Udana,27,19,226,84,22.6,152,148.68,0,1,2,15,13,0
