,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,R Gaikwad,47,42,1386,44,23.68,1218,113.79,0,5,6,103,51,0
1,F Plessis,44,44,1363,119,35.86,1006,135.48,1,8,0,126,45,1
2,A Rayudu,48,41,1312,74,40.18,1148,114.29,0,4,3,87,52,1
3,N Jagadeesan,34,27,999,43,26.29,675,148.0,0,4,4,78,48,0
4,M Dhoni,98,85,1617,56,37.6,1282,126.13,0,2,1,116,52,1
5,R Jadeja,46,22,163,25,11.64,165,98.78,0,0,2,7,4,0
6,S Curran,5,3,35,24,11.66,23,152.17,0,0,0,3,2,1
7,I Tahir,38,4,19,9,19.0,18,105.55,0,0,0,1,1,0
8,Q Kock,38,38,1018,79,30.84,787,129.35,0,4,3,117,32,1
9,I Kishan,56,52,1872,62,36.95,1404,133.33,0,0,5,84,40,1
10,S Yadav,56,49,1813,71,33.43,1225,148.0,0,7,4,79,47,1
11,S Tiwary,40,36,1188,60,30.9,972,122.22,0,0,8,77,51,0
12,H Pandya,40,25,310,33,16.31,210,147.61,0,0,2,18,19,0
13,K Pollard,68,58,1058,68,23.0,819,129.18,0,4,1,69,61,0
