,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,S Gill,38,34,1054,60,35.26,986,106.9,0,5,1,98,49,1
1,N Rana,8,4,15,7,7.5,24,62.5,0,0,1,0,0,0
2,A Russell,47,39,465,47,17.88,329,141.33,0,0,6,30,32,0
3,K Karthik,32,26,399,48,33.25,278,143.52,0,0,2,42,15,0
4,E Morgan,86,84,2002,91,29.88,1475,135.72,0,11,3,151,96,1
5,C Varun,43,39,1365,69,37.1,1053,129.63,0,4,5,86,53,1
6,J Buttler,66,58,1260,73,26.8,912,138.15,0,7,3,102,53,1
7,S Smith,36,28,577,90,27.47,448,128.79,0,4,1,53,12,1
8,S Samson,45,39,1443,56,26.42,1014,142.31,0,4,9,95,41,0
9,R Uthappa,43,37,1221,46,36.57,1073,113.79,0,1,8,96,41,0
10,R Parag,45,38,1330,47,36.5,912,145.83,0,4,5,96,45,0
11,T Curran,15,6,36,14,18,27,133.33,0,0,0,0,3,1
