,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,S Curran,5,3,35,24,11.66,23,152.17,0,0,0,3,2,1
1,F Plessis,44,44,1363,119,35.86,1006,135.48,1,8,0,126,45,0
2,S Watson,44,40,1360,74,39.5,960,141.67,0,3,6,102,44,1
3,A Rayudu,48,42,1302,55,32.68,1008,129.17,0,5,4,77,45,1
4,M Dhoni,98,85,1617,56,37.6,1282,126.13,0,2,1,116,52,0
5,R Jadeja,46,22,163,25,11.64,165,98.78,0,0,2,7,4,1
6,P Chawla,45,40,1520,69,25.56,1040,146.15,0,4,6,75,41,0
7,D Warner,76,76,2079,100,30.57,1476,140.85,1,15,5,203,86,0
8,J Bairstow,34,29,603,68,26.21,450,134,0,3,2,56,25,1
9,M Pandey,32,27,587,79,39.13,478,122.8,0,2,2,40,16,0
10,K Williamson,57,55,1505,73,31.35,1236,121.76,0,9,2,158,26,1
11,P Garg,52,45,1440,65,35.31,1035,139.13,0,0,0,87,40,0
12,V Shankar,9,4,101,43,25.25,73,138.35,0,0,0,11,5,0
