,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,V Kohli,75,70,2633,94,52.66,1907,138.07,0,24,2,247,71,1
1,D Padikkal,48,43,1376,46,29.0,1204,114.29,0,5,6,93,47,0
2,K Bharat,56,51,1683,53,29.42,1275,132.0,0,4,9,97,46,1
3,G Maxwell,61,54,1576,145,35.02,985,160.0,3,7,1,133,81,1
4,A Villiers,78,75,1672,79,26.12,1237,135.16,0,10,5,140,60,0
5,D Christian,16,7,27,9,6.75,28,96.42,0,0,1,2,0,0
6,K Jamieson,51,44,1364,66,24.71,1188,114.81,0,1,7,98,55,0
7,R Sharma,104,96,2633,118,32.1,1905,138.21,4,19,6,234,120,1
8,Q Kock,38,38,1018,79,30.84,787,129.35,0,4,3,117,32,1
9,I Kishan,56,52,1872,62,36.95,1404,133.33,0,0,5,84,40,0
10,S Yadav,56,49,1813,71,33.43,1225,148.0,0,7,4,79,47,0
11,K Pollard,68,58,1058,68,23.0,819,129.18,0,4,1,69,61,0
12,H Pandya,40,25,310,33,16.31,210,147.61,0,0,2,18,19,1
