,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,J Philippe,47,40,1240,43,23.7,1160,106.9,0,5,4,101,55,1
1,D Padikkal,37,33,1089,59,41.88,858,126.92,0,5,2,100,51,1
2,V Kohli,75,70,2633,94,52.66,1907,138.07,0,24,2,247,71,0
3,A Villiers,78,75,1672,79,26.12,1237,135.16,0,10,5,140,60,0
4,S Dube,6,4,64,54,32,42,152.38,0,1,0,3,4,0
5,C Morris,23,13,133,55,14.77,102,130.39,0,1,3,12,5,1
6,G Singh,54,48,1488,53,25.72,1200,124,0,5,0,81,55,1
7,D Steyn,44,10,16,5,3.2,23,69.56,0,0,1,1,0,0
8,Q Kock,38,38,1018,79,30.84,787,129.35,0,4,3,117,32,1
9,I Kishan,48,44,1628,65,40.91,1012,160.87,0,0,0,79,44,0
10,S Yadav,38,33,1254,56,28.88,792,158.33,0,1,6,74,51,1
11,S Tiwary,44,39,1443,74,31.01,936,154.17,0,4,1,82,39,0
12,H Pandya,40,25,310,33,16.31,210,147.61,0,0,2,18,19,0
13,K Pollard,68,58,1058,68,23,819,129.18,0,4,1,69,61,1
14,J Pattinson,38,34,1224,57,40.99,918,133.33,0,4,9,82,52,0
