,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,R Sharma,104,96,2633,118,32.1,1905,138.21,4,19,6,234,120,1
1,Q Kock,38,38,1018,79,30.84,787,129.35,0,4,3,117,32,0
2,S Yadav,34,28,1008,68,35.85,644,156.52,0,4,5,95,39,0
3,I Kishan,57,50,1750,72,33.9,1200,145.83,0,3,6,103,55,0
4,K Pollard,68,58,1058,68,23,819,129.18,0,4,1,69,61,1
5,H Pandya,40,25,310,33,16.31,210,147.61,0,0,2,18,19,1
6,D Warner,76,76,2079,100,30.57,1476,140.85,1,15,5,203,86,0
7,J Bairstow,34,29,603,68,26.21,450,134,0,3,2,56,25,1
8,V Shankar,9,4,101,43,25.25,73,138.35,0,0,0,11,5,0
9,M Pandey,32,27,587,79,39.13,478,122.8,0,2,2,40,16,0
10,D Hooda,45,41,1353,51,30.33,943,143.48,0,2,5,80,48,1
11,Y Pathan,53,49,1666,76,24.71,1225,136,0,5,0,84,40,0
