,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,J Buttler,66,58,1260,73,26.8,912,138.15,0,7,3,102,53,0
1,M Vohra,38,31,992,54,39.13,744,133.33,0,0,4,101,46,0
2,S Samson,56,50,1600,42,37.16,1350,118.52,0,2,0,90,39,1
3,D Miller,72,62,1309,101,29.75,935,140,1,2,0,91,57,0
4,S Dube,6,4,64,54,32,42,152.38,0,1,0,3,4,1
5,R Parag,33,28,1036,43,26.29,728,142.31,0,7,3,81,42,1
6,C Morris,23,13,133,55,14.77,102,130.39,0,1,3,12,5,0
7,V Kohli,75,70,2633,94,52.66,1907,138.07,0,24,2,247,71,1
8,D Padikkal,34,27,1026,76,29.54,621,165.22,0,5,0,91,40,1
9,G Maxwell,61,54,1576,145,35.02,985,160,3,7,1,133,81,0
10,A Villiers,78,75,1672,79,26.12,1237,135.16,0,10,5,140,60,0
11,K Jamieson,34,29,899,46,40.87,783,114.81,0,1,6,93,44,1
12,K Richardson,15,2,9,9,4.5,8,112.5,0,0,1,0,0,1
