,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,R Sharma,104,96,2633,118,32.1,1905,138.21,4,19,6,234,120,0
1,I Kishan,53,48,1488,62,37.75,1248,119.23,0,0,9,89,53,1
2,A Singh,49,44,1540,42,36.46,1232,125,0,7,3,100,54,0
3,T Varma,55,48,1776,57,24.6,1152,154.17,0,5,5,103,42,1
4,K Pollard,68,58,1058,68,23,819,129.18,0,4,1,69,61,0
5,P Shaw,53,48,1488,69,26.14,1248,119.23,0,5,8,84,49,1
6,T Seifert,19,18,316,84,18.58,228,138.59,0,1,2,22,21,1
7,M Singh,8,6,83,36,13.83,98,84.69,0,0,0,10,1,0
8,R Pant,26,24,409,65,20.45,336,121.72,0,2,3,28,18,1
9,R Powell,23,18,311,54,20.73,250,124.4,0,2,1,26,13,0
