,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,J Buttler,66,58,1260,73,26.8,912,138.15,0,7,3,102,53,1
1,Y Jaiswal,57,50,1550,61,25.8,1450,106.9,0,7,9,91,44,0
2,S Samson,45,40,1440,63,23.83,1120,128.57,0,2,4,103,48,1
3,R Parag,47,41,1435,69,33.44,1189,120.69,0,6,2,77,44,0
4,D Miller,72,62,1309,101,29.75,935,140.0,1,2,0,91,57,0
5,A Rawat,34,29,1015,76,30.71,725,140.0,0,6,3,87,47,0
6,C Morris,23,13,133,55,14.77,102,130.39,0,1,3,12,5,1
7,M Pandey,32,27,587,79,39.13,478,122.8,0,2,2,40,16,1
8,J Bairstow,34,29,603,68,26.21,450,134.0,0,3,2,56,25,1
9,K Williamson,57,55,1505,73,31.35,1236,121.76,0,9,2,158,26,1
10,V Shankar,9,4,101,43,25.25,73,138.35,0,0,0,11,5,1
11,K Jadhav,9,6,122,58,20.33,99,123.23,0,1,0,12,3,1
12,A Samad,38,31,1178,59,33.53,744,158.33,0,4,2,85,49,0
