,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,D Padikkal,48,43,1376,46,29.0,1204,114.29,0,5,6,93,47,1
1,A Finch,58,58,1878,172,38.32,1200,156.5,2,11,4,182,90,1
2,V Kohli,75,70,2633,94,52.66,1907,138.07,0,24,2,247,71,1
3,A Villiers,78,75,1672,79,26.12,1237,135.16,0,10,5,140,60,1
4,S Dube,6,4,64,54,32.0,42,152.38,0,1,0,3,4,1
5,J Philippe,54,48,1584,64,25.28,1248,126.92,0,7,3,94,41,0
6,D Steyn,44,10,16,5,3.2,23,69.56,0,0,1,1,0,0
7,D Warner,76,76,2079,100,30.57,1476,140.85,1,15,5,203,86,0
8,J Bairstow,34,29,603,68,26.21,450,134.0,0,3,2,56,25,1
9,M Pandey,32,27,587,79,39.13,478,122.8,0,2,2,40,16,1
10,P Garg,57,51,1887,68,42.21,1377,137.04,0,2,4,96,42,0
11,V Shankar,9,4,101,43,25.25,73,138.35,0,0,0,11,5,0
12,A Sharma,43,37,1147,44,24.83,999,114.81,0,4,3,97,50,1
13,M Marsh,11,11,175,36,21.87,151,115.89,0,0,0,7,9,0
