,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,V Iyer,50,44,1584,53,30.7,1012,156.52,0,5,1,77,41,0
1,A Rahane,46,42,1512,62,23.78,1134,133.33,0,1,0,74,54,1
2,N Rana,8,4,15,7,7.5,24,62.5,0,0,1,0,0,1
3,S Iyer,14,13,226,62,22.6,178,126.96,0,1,1,18,9,0
4,S Billings,26,23,348,87,17.4,255,136.47,0,2,1,33,11,1
5,R Singh,12,10,266,101,33.25,177,150.28,1,1,1,13,19,0
6,A Russell,47,39,465,47,17.88,329,141.33,0,0,6,30,32,1
7,C Varun,39,32,1120,56,31.73,768,145.83,0,7,4,85,48,0
8,A Sharma,43,37,1147,44,24.83,999,114.81,0,4,3,97,50,1
9,K Williamson,57,55,1505,73,31.35,1236,121.76,0,9,2,158,26,0
10,R Tripathi,35,28,952,48,37.86,784,121.43,0,2,9,90,55,0
11,A Markram,2,2,18,15,9.0,17,105.88,0,0,0,1,1,1
12,N Pooran,16,16,312,58,24.0,247,126.31,0,2,1,24,17,0
13,S Singh,18,17,169,57,11.26,144,117.36,0,1,5,12,6,0
