,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,R Gaikwad,52,48,1536,76,23.89,1296,118.52,0,0,6,83,42,1
1,R Uthappa,46,41,1312,55,27.92,984,133.33,0,0,5,76,45,0
2,M Ali,25,22,235,72,14.68,198,118.68,0,1,6,21,9,0
3,A Rayudu,39,32,1152,66,32.45,736,156.52,0,1,4,74,44,1
4,S Dube,6,4,64,54,32,42,152.38,0,1,0,3,4,0
5,R Jadeja,46,22,163,25,11.64,165,98.78,0,0,2,7,4,1
6,M Dhoni,98,85,1617,56,37.6,1282,126.13,0,2,1,116,52,0
7,W Saha,55,49,1764,46,41.99,1274,138.46,0,5,1,76,51,1
8,S Gill,49,44,1540,74,34.97,1056,145.83,0,1,3,90,47,0
9,V Shankar,9,4,101,43,25.25,73,138.35,0,0,0,11,5,0
10,A Manohar,34,29,928,70,41.79,812,114.29,0,2,5,77,44,0
11,D Miller,72,62,1309,101,29.75,935,140,1,2,0,91,57,1
