,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,K Rahul,34,31,1138,110,43.76,777,146.46,2,8,1,102,50,1
1,P Singh,10,4,4,2,4,7,57.14,0,0,0,0,0,0
2,C Gayle,58,54,1627,117,32.54,1139,142.84,2,13,3,138,105,1
3,N Pooran,16,16,312,58,24,247,126.31,0,2,1,24,17,0
4,D Hooda,35,30,1080,50,36.73,720,150,0,2,3,89,54,1
5,V Kohli,75,70,2633,94,52.66,1907,138.07,0,24,2,247,71,0
6,D Padikkal,55,48,1488,61,37.83,1392,106.9,0,4,5,82,48,0
7,R Patidar,45,40,1320,43,33.73,1000,132,0,4,4,82,54,1
8,G Maxwell,61,54,1576,145,35.02,985,160,3,7,1,133,81,0
9,A Villiers,78,75,1672,79,26.12,1237,135.16,0,10,5,140,60,0
10,K Jamieson,41,35,1330,45,33.54,805,165.22,0,4,7,84,48,1
