,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,N Rana,8,4,15,7,7.5,24,62.5,0,0,1,0,0,0
1,S Gill,57,50,1750,47,41.99,1300,134.62,0,5,0,88,53,0
2,R Tripathi,38,33,1155,59,30.66,792,145.83,0,6,0,83,41,1
3,E Morgan,86,84,2002,91,29.88,1475,135.72,0,11,3,151,96,0
4,K Karthik,32,26,399,48,33.25,278,143.52,0,0,2,42,15,1
5,A Russell,47,39,465,47,17.88,329,141.33,0,0,6,30,32,0
6,M Krishna,38,32,1024,49,37.31,736,139.13,0,1,7,96,45,1
7,C Varun,34,30,1140,46,26.49,720,158.33,0,0,7,101,45,1
8,J Buttler,66,58,1260,73,26.8,912,138.15,0,7,3,102,53,0
9,Y Jaiswal,51,44,1672,60,41.68,1276,131.03,0,2,6,86,43,1
10,S Samson,39,34,1292,74,31.76,918,140.74,0,1,1,82,49,1
11,S Dube,6,4,64,54,32,42,152.38,0,1,0,3,4,0
12,D Miller,72,62,1309,101,29.75,935,140,1,2,0,91,57,1
13,R Parag,49,44,1496,75,37.54,1144,130.77,0,5,6,102,47,0
14,C Morris,23,13,133,55,14.77,102,130.39,0,1,3,12,5,1
