,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,Y Jaiswal,33,28,924,47,37.93,812,113.79,0,5,0,78,41,1
1,J Buttler,66,58,1260,73,26.8,912,138.15,0,7,3,102,53,1
2,S Samson,39,34,1224,45,36.81,918,133.33,0,2,4,93,52,0
3,D Padikkal,42,36,1260,49,23.43,936,134.62,0,1,8,87,51,0
4,S Hetmyer,20,18,279,56,16.41,223,125.11,0,1,2,19,17,0
5,R Parag,35,29,1131,47,33.96,754,150,0,4,2,77,51,0
6,M Krishna,53,46,1794,56,37.95,1288,139.29,0,2,4,80,52,1
7,W Saha,39,32,1152,55,33.8,736,156.52,0,0,0,93,39,0
8,S Gill,37,33,1023,76,40.79,792,129.17,0,2,2,81,39,1
9,M Wade,41,36,1404,68,40.22,900,156,0,4,9,86,50,0
10,H Pandya,40,25,310,33,16.31,210,147.61,0,0,2,18,19,1
11,D Miller,72,62,1309,101,29.75,935,140,1,2,0,91,57,1
