,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,P Shaw,39,34,1224,54,28.51,782,156.52,0,5,8,94,53,1
1,D Warner,76,76,2079,100,30.57,1476,140.85,1,15,5,203,86,0
2,M Marsh,11,11,175,36,21.87,151,115.89,0,0,0,7,9,0
3,R Pant,26,24,409,65,20.45,336,121.72,0,2,3,28,18,1
4,S Khan,1,1,7,7,7,6,116.66,0,0,0,1,0,0
5,R Powell,23,18,311,54,20.73,250,124.4,0,2,1,26,13,1
6,I Kishan,36,32,1088,57,41.91,896,121.43,0,1,0,80,52,1
7,R Sharma,104,96,2633,118,32.1,1905,138.21,4,19,6,234,120,0
8,D Brevis,43,39,1482,68,33.45,975,152,0,5,6,102,54,1
9,T Varma,37,32,1120,51,42.31,768,145.83,0,7,6,90,48,0
10,R Singh,2,2,14,8,7,13,107.69,0,0,0,0,1,1
