,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,J Buttler,66,58,1260,73,26.8,912,138.15,0,7,3,102,53,1
1,Y Jaiswal,57,50,1550,61,25.8,1450,106.9,0,7,9,91,44,1
2,S Samson,45,40,1440,63,23.83,1120,128.57,0,2,4,103,48,1
3,S Dube,6,4,64,54,32.0,42,152.38,0,1,0,3,4,1
4,D Miller,72,62,1309,101,29.75,935,140.0,1,2,0,91,57,0
5,R Parag,47,41,1435,69,33.44,1189,120.69,0,6,2,77,44,0
6,C Morris,23,13,133,55,14.77,102,130.39,0,1,3,12,5,0
7,R Sharma,104,96,2633,118,32.1,1905,138.21,4,19,6,234,120,1
8,Q Kock,38,38,1018,79,30.84,787,129.35,0,4,3,117,32,1
9,S Yadav,56,49,1813,71,33.43,1225,148.0,0,7,4,79,47,1
10,K Pollard,68,58,1058,68,23.0,819,129.18,0,4,1,69,61,0
11,H Pandya,40,25,310,33,16.31,210,147.61,0,0,2,18,19,0
