,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,A Rahane,44,40,1240,66,27.37,1160,106.9,0,4,1,75,54,1
1,S Samson,34,29,957,58,32.78,754,126.92,0,0,7,94,55,0
2,S Smith,36,28,577,90,27.47,448,128.79,0,4,1,53,12,1
3,B Stokes,23,20,232,38,15.46,178,130.33,0,0,1,20,9,0
4,A Turner,11,7,57,22,14.25,57,100,0,0,1,1,2,0
5,S Binny,34,28,952,56,28.89,728,130.77,0,3,5,77,50,0
6,R Parag,36,32,1056,58,32.42,800,132,0,0,9,98,42,1
7,D Kulkarni,49,45,1440,48,38.46,1080,133.33,0,3,2,92,52,0
8,P Shaw,38,33,1023,59,35.02,957,106.9,0,3,7,101,46,1
9,S Dhawan,58,57,1504,92,27.85,1173,128.21,0,9,1,166,46,0
10,S Iyer,14,13,226,62,22.6,178,126.96,0,1,1,18,9,0
11,R Pant,26,24,409,65,20.45,336,121.72,0,2,3,28,18,1
12,S Rutherford,3,3,17,9,5.66,23,73.91,0,0,0,1,0,1
13,C Ingram,52,46,1518,44,35.15,1334,113.79,0,7,2,76,53,0
14,C Morris,23,13,133,55,14.77,102,130.39,0,1,3,12,5,1
15,A Mishra,56,50,1950,71,31.21,1350,144.44,0,6,3,93,43,0
16,I Sharma,50,46,1794,59,37.45,1150,156,0,0,9,79,42,1
