,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,Y Jaiswal,51,45,1440,42,36.7,1305,110.34,0,3,3,77,40,1
1,J Buttler,66,58,1260,73,26.8,912,138.15,0,7,3,102,53,0
2,D Padikkal,44,37,1221,50,31.53,1073,113.79,0,5,6,80,41,1
3,S Samson,46,42,1344,60,28.39,966,139.13,0,5,7,83,49,0
4,R Parag,46,41,1476,56,36.34,1189,124.14,0,1,8,102,42,0
5,H Dussen,9,8,254,64,31.75,192,132.29,0,2,1,14,12,0
6,M Krishna,49,45,1710,57,37.62,1260,135.71,0,5,7,80,41,0
7,K Bharat,37,32,1248,64,29,768,162.5,0,0,0,91,42,0
8,D Warner,76,76,2079,100,30.57,1476,140.85,1,15,5,203,86,1
9,M Marsh,11,11,175,36,21.87,151,115.89,0,0,0,7,9,1
10,R Pant,26,24,409,65,20.45,336,121.72,0,2,3,28,18,1
11,R Powell,23,18,311,54,20.73,250,124.4,0,2,1,26,13,0
