,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,N Rana,8,4,15,7,7.5,24,62.5,0,0,1,0,0,0
1,S Gill,45,41,1435,46,40.26,984,145.83,0,1,5,79,47,1
2,R Tripathi,35,28,952,48,37.86,784,121.43,0,2,9,90,55,0
3,E Morgan,86,84,2002,91,29.88,1475,135.72,0,11,3,151,96,0
4,A Russell,47,39,465,47,17.88,329,141.33,0,0,6,30,32,1
5,K Karthik,32,26,399,48,33.25,278,143.52,0,0,2,42,15,0
6,C Varun,39,32,1120,56,31.73,768,145.83,0,7,4,85,48,0
7,M Krishna,50,43,1333,47,32.15,1204,110.71,0,4,0,95,39,0
8,P Shaw,53,47,1692,68,35.5,1128,150.0,0,0,1,80,39,1
9,S Dhawan,58,57,1504,92,27.85,1173,128.21,0,9,1,166,46,1
10,R Pant,26,24,409,65,20.45,336,121.72,0,2,3,28,18,1
11,M Stoinis,19,14,136,33,15.11,117,116.23,0,0,1,14,2,1
12,S Hetmyer,20,18,279,56,16.41,223,125.11,0,1,2,19,17,0
13,S Smith,36,28,577,90,27.47,448,128.79,0,4,1,53,12,0
14,I Sharma,34,28,924,66,38.58,700,132.0,0,1,0,92,40,0
