,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,R Uthappa,40,36,1332,76,37.5,900,148,0,1,0,88,53,0
1,R Gaikwad,49,45,1620,47,40.42,1305,124.14,0,1,0,96,51,0
2,M Ali,25,22,235,72,14.68,198,118.68,0,1,6,21,9,1
3,A Rayudu,57,51,1887,58,40.68,1275,148,0,6,3,87,46,1
4,S Dube,6,4,64,54,32,42,152.38,0,1,0,3,4,0
5,R Jadeja,46,22,163,25,11.64,165,98.78,0,0,2,7,4,0
6,M Dhoni,98,85,1617,56,37.6,1282,126.13,0,2,1,116,52,0
7,A Sharma,37,31,992,73,36.37,899,110.34,0,2,6,78,41,1
8,K Williamson,57,55,1505,73,31.35,1236,121.76,0,9,2,158,26,1
9,R Tripathi,36,29,1102,76,28.93,841,131.03,0,3,8,91,54,1
10,N Pooran,16,16,312,58,24,247,126.31,0,2,1,24,17,1
11,A Markram,2,2,18,15,9,17,105.88,0,0,0,1,1,1
12,S Singh,1,1,0,0,0,9,0,0,0,1,0,0,0
