,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,P Shaw,53,47,1692,68,35.5,1128,150.0,0,0,1,80,39,0
1,S Dhawan,58,57,1504,92,27.85,1173,128.21,0,9,1,166,46,1
2,S Iyer,14,13,226,62,22.6,178,126.96,0,1,1,18,9,0
3,R Pant,26,24,409,65,20.45,336,121.72,0,2,3,28,18,1
4,M Stoinis,19,14,136,33,15.11,117,116.23,0,0,1,14,2,0
5,S Hetmyer,20,18,279,56,16.41,223,125.11,0,1,2,19,17,0
6,K Rahul,34,31,1138,110,43.76,777,146.46,2,8,1,102,50,0
7,M Agarwal,34,27,999,70,29.82,783,127.59,0,7,9,78,48,1
8,C Gayle,58,54,1627,117,32.54,1139,142.84,2,13,3,138,105,1
9,N Pooran,16,16,312,58,24.0,247,126.31,0,2,1,24,17,1
10,G Maxwell,61,54,1576,145,35.02,985,160.0,3,7,1,133,81,1
11,D Hooda,47,42,1344,67,33.09,966,139.13,0,3,6,78,51,0
12,A Singh,46,39,1443,72,34.02,1131,127.59,0,5,9,98,43,0
