,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,M Agarwal,40,36,1404,54,34.2,864,162.5,0,7,0,74,39,1
1,S Dhawan,58,57,1504,92,27.85,1173,128.21,0,9,1,166,46,1
2,J Bairstow,34,29,603,68,26.21,450,134,0,3,2,56,25,0
3,L Livingstone,2,2,16,16,8,19,84.21,0,0,1,1,0,0
4,J Sharma,44,40,1440,71,41.34,960,150,0,4,3,87,43,1
5,A Singh,54,49,1568,69,38.21,1421,110.34,0,4,9,81,54,0
6,R Sharma,104,96,2633,118,32.1,1905,138.21,4,19,6,234,120,1
7,I Kishan,35,28,980,69,37.06,812,120.69,0,0,5,87,51,0
8,D Brevis,56,51,1938,56,24.86,1428,135.71,0,0,0,79,42,1
9,T Varma,44,39,1521,55,36.58,1014,150,0,0,9,87,47,1
10,S Yadav,45,41,1476,76,34.62,1025,144,0,6,0,98,42,1
11,K Pollard,68,58,1058,68,23,819,129.18,0,4,1,69,61,0
