,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,C Lynn,18,16,291,44,19.4,221,131.67,0,0,1,28,14,0
1,R Uthappa,55,51,1734,61,25.33,1479,117.24,0,5,8,99,46,1
2,N Rana,8,4,15,7,7.5,24,62.5,0,0,1,0,0,1
3,A Russell,47,39,465,47,17.88,329,141.33,0,0,6,30,32,1
4,K Karthik,32,26,399,48,33.25,278,143.52,0,0,2,42,15,0
5,S Gill,52,45,1575,46,27.09,1170,134.62,0,3,1,89,43,0
6,P Chawla,53,47,1504,44,24.47,1363,110.34,0,4,3,86,46,1
7,M Krishna,38,34,1054,62,36.22,782,134.78,0,4,7,82,48,0
8,K Rahul,34,31,1138,110,43.76,777,146.46,2,8,1,102,50,1
9,C Gayle,58,54,1627,117,32.54,1139,142.84,2,13,3,138,105,0
10,M Agarwal,56,50,1700,62,36.69,1450,117.24,0,0,5,103,47,1
11,S Khan,1,1,7,7,7,6,116.66,0,0,0,1,0,0
12,D Miller,72,62,1309,101,29.75,935,140,1,2,0,91,57,1
13,M Singh,8,6,83,36,13.83,98,84.69,0,0,0,10,1,1
14,G Viljoen,57,53,1908,55,25.72,1272,150,0,4,4,77,47,1
15,C Varun,55,50,1950,46,38.76,1200,162.5,0,0,9,78,44,0
16,A Tye,26,11,61,20,10.16,55,110.9,0,0,2,4,3,1
