,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,K Rahul,34,31,1138,110,43.76,777,146.46,2,8,1,102,50,1
1,Q Kock,38,38,1018,79,30.84,787,129.35,0,4,3,117,32,1
2,M Pandey,32,27,587,79,39.13,478,122.8,0,2,2,40,16,1
3,M Stoinis,19,14,136,33,15.11,117,116.23,0,0,1,14,2,1
4,D Hooda,38,33,1056,49,39.55,858,123.08,0,2,2,93,49,0
5,A Badoni,33,28,1008,55,38.21,756,133.33,0,6,6,96,45,0
6,P Chameera,19,10,31,12,7.75,40,77.5,0,0,2,3,0,0
7,I Kishan,55,48,1872,72,29.28,1104,169.57,0,3,2,101,55,0
8,R Sharma,104,96,2633,118,32.1,1905,138.21,4,19,6,234,120,0
9,D Brevis,40,36,1332,70,32.69,900,148,0,4,5,88,41,1
10,S Yadav,53,47,1551,48,36.13,1128,137.5,0,7,0,96,52,1
11,T Varma,34,27,972,43,33.93,675,144,0,6,5,93,51,0
12,K Pollard,68,58,1058,68,23,819,129.18,0,4,1,69,61,1
13,F Allen,11,9,64,27,9.14,56,114.28,0,0,2,5,3,1
