,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,P Shaw,33,28,1036,44,36.38,672,154.17,0,5,8,101,53,0
1,S Dhawan,58,57,1504,92,27.85,1173,128.21,0,9,1,166,46,0
2,S Iyer,14,13,226,62,22.6,178,126.96,0,1,1,18,9,1
3,R Pant,26,24,409,65,20.45,336,121.72,0,2,3,28,18,1
4,S Hetmyer,20,18,279,56,16.41,223,125.11,0,1,2,19,17,1
5,L Livingstone,2,2,16,16,8,19,84.21,0,0,1,1,0,0
6,Y Jaiswal,39,34,1088,65,23.6,986,110.34,0,4,1,97,49,0
7,S Samson,52,46,1794,72,33.02,1196,150,0,4,1,79,48,1
8,D Miller,72,62,1309,101,29.75,935,140,1,2,0,91,57,0
9,M Lomror,39,34,1224,51,34.22,884,138.46,0,0,4,95,51,1
10,R Parag,55,51,1683,58,25.89,1173,143.48,0,5,0,79,41,0
11,T Shamsi,16,3,0,0,0,5,0,0,0,1,0,0,0
