,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,R Sharma,104,96,2633,118,32.1,1905,138.21,4,19,6,234,120,1
1,Q Kock,38,38,1018,79,30.84,787,129.35,0,4,3,117,32,0
2,S Yadav,56,49,1813,71,33.43,1225,148.0,0,7,4,79,47,0
3,Y Singh,58,51,1177,77,28.02,863,136.38,0,8,1,77,74,1
4,K Pollard,68,58,1058,68,23.0,819,129.18,0,4,1,69,61,0
5,H Pandya,40,25,310,33,16.31,210,147.61,0,0,2,18,19,1
6,M McClenaghan,29,8,24,10,6.0,23,104.34,0,0,2,1,2,0
7,S Malinga,79,30,128,27,7.11,153,83.66,0,0,6,9,4,0
8,K Rahul,34,31,1138,110,43.76,777,146.46,2,8,1,102,50,1
9,C Gayle,58,54,1627,117,32.54,1139,142.84,2,13,3,138,105,1
10,M Agarwal,34,27,999,70,29.82,783,127.59,0,7,9,78,48,1
11,D Miller,72,62,1309,101,29.75,935,140.0,1,2,0,91,57,0
12,S Khan,38,14,122,29,13.55,96,127.08,0,0,2,6,6,0
13,M Singh,12,12,255,42,23.18,222,114.86,0,0,0,15,5,0
14,G Viljoen,34,28,868,51,29.83,672,129.17,0,0,8,78,42,1
15,A Tye,26,11,61,20,10.16,55,110.9,0,0,2,4,3,1
