,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,J Buttler,66,58,1260,73,26.8,912,138.15,0,7,3,102,53,1
1,S Smith,36,28,577,90,27.47,448,128.79,0,4,1,53,12,0
2,S Samson,38,31,961,44,37.74,899,106.9,0,6,2,94,40,0
3,R Uthappa,56,51,1989,59,27.71,1326,150,0,2,6,89,53,0
4,M Lomror,54,50,1700,52,32.7,1150,147.83,0,1,0,74,39,1
5,R Parag,55,48,1776,73,35.06,1152,154.17,0,1,9,100,54,0
6,T Curran,15,6,36,14,18,27,133.33,0,0,0,0,3,0
7,D Padikkal,34,29,986,70,37.08,754,130.77,0,7,3,77,50,1
8,A Finch,58,58,1878,172,38.32,1200,156.5,2,11,4,182,90,1
9,V Kohli,75,70,2633,94,52.66,1907,138.07,0,24,2,247,71,1
10,A Villiers,78,75,1672,79,26.12,1237,135.16,0,10,5,140,60,0
11,S Dube,6,4,64,54,32,42,152.38,0,1,0,3,4,0
12,G Singh,36,31,1209,56,29.24,899,134.48,0,1,5,88,50,0
13,I Udana,27,19,226,84,22.6,152,148.68,0,1,2,15,13,1
14,A Zampa,27,6,23,9,11.5,26,88.46,0,0,0,2,0,0
