,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,K Rahul,34,31,1138,110,43.76,777,146.46,2,8,1,102,50,0
1,C Gayle,58,54,1627,117,32.54,1139,142.84,2,13,3,138,105,1
2,M Agarwal,48,41,1517,69,35.4,1025,148,0,2,6,80,53,1
3,S Khan,1,1,7,7,7,6,116.66,0,0,0,1,0,0
4,S Curran,5,3,35,24,11.66,23,152.17,0,0,0,3,2,0
5,M Singh,8,6,83,36,13.83,98,84.69,0,0,0,10,1,1
6,N Pooran,16,16,312,58,24,247,126.31,0,2,1,24,17,0
7,A Tye,26,11,61,20,10.16,55,110.9,0,0,2,4,3,0
8,P Patel,2,2,14,8,14,11,127.27,0,0,0,0,0,1
9,V Kohli,75,70,2633,94,52.66,1907,138.07,0,24,2,247,71,1
10,A Villiers,78,75,1672,79,26.12,1237,135.16,0,10,5,140,60,1
11,M Stoinis,19,14,136,33,15.11,117,116.23,0,0,1,14,2,1
12,M Ali,25,22,235,72,14.68,198,118.68,0,1,6,21,9,1
13,A Nath,48,42,1386,74,38.35,1176,117.86,0,2,9,82,40,0
14,P Negi,57,52,1820,71,25.55,1300,140,0,1,9,76,41,0
