,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,J Buttler,66,58,1260,73,26.8,912,138.15,0,7,3,102,53,1
1,D Padikkal,48,43,1376,46,29.0,1204,114.29,0,5,6,93,47,0
2,S Samson,45,40,1440,63,23.83,1120,128.57,0,2,4,103,48,1
3,S Hetmyer,20,18,279,56,16.41,223,125.11,0,1,2,19,17,1
4,R Parag,47,41,1435,69,33.44,1189,120.69,0,6,2,77,44,0
5,K Nair,39,33,1089,59,35.98,858,126.92,0,4,3,88,45,0
6,M Krishna,50,43,1333,47,32.15,1204,110.71,0,4,0,95,39,0
7,A Finch,58,58,1878,172,38.32,1200,156.5,2,11,4,182,90,1
8,S Iyer,14,13,226,62,22.6,178,126.96,0,1,1,18,9,1
9,N Rana,8,4,15,7,7.5,24,62.5,0,0,1,0,0,0
10,A Russell,47,39,465,47,17.88,329,141.33,0,0,6,30,32,0
11,V Iyer,50,44,1584,53,30.7,1012,156.52,0,5,1,77,41,0
12,S Jackson,35,30,1110,74,39.7,840,132.14,0,6,8,97,50,0
13,C Varun,39,32,1120,56,31.73,768,145.83,0,7,4,85,48,0
