,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,A Rahane,35,28,952,55,33.65,644,147.83,0,5,8,97,55,0
1,L Livingstone,2,2,16,16,8,19,84.21,0,0,1,1,0,1
2,S Samson,45,38,1254,50,25.45,950,132,0,3,3,79,43,0
3,M Lomror,33,29,986,54,33.67,754,130.77,0,6,9,103,50,0
4,R Parag,57,51,1581,57,26,1479,106.9,0,7,5,78,45,1
5,S Binny,51,44,1672,75,40.2,1232,135.71,0,1,6,100,50,0
6,I Sodhi,40,7,59,15,14.75,56,105.35,0,0,1,4,3,1
7,O Thomas,10,4,8,8,4,11,72.72,0,0,2,2,0,0
8,P Shaw,44,37,1295,46,28.42,851,152.17,0,5,4,80,50,1
9,S Dhawan,58,57,1504,92,27.85,1173,128.21,0,9,1,166,46,1
10,S Iyer,14,13,226,62,22.6,178,126.96,0,1,1,18,9,0
11,R Pant,26,24,409,65,20.45,336,121.72,0,2,3,28,18,1
12,C Ingram,53,47,1833,54,42.57,1128,162.5,0,3,5,99,49,0
13,S Rutherford,3,3,17,9,5.66,23,73.91,0,0,0,1,0,1
14,K Paul,18,12,142,29,20.28,123,115.44,0,0,0,8,8,0
15,A Mishra,50,46,1564,51,24.74,1334,117.24,0,4,3,82,43,1
16,I Sharma,41,35,1085,60,41.4,1015,106.9,0,7,6,88,40,1
