,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,P Shaw,47,43,1505,43,40.7,1032,145.83,0,2,1,91,48,1
1,S Dhawan,58,57,1504,92,27.85,1173,128.21,0,9,1,166,46,1
2,R Pant,26,24,409,65,20.45,336,121.72,0,2,3,28,18,0
3,S Iyer,14,13,226,62,22.6,178,126.96,0,1,1,18,9,1
4,S Hetmyer,20,18,279,56,16.41,223,125.11,0,1,2,19,17,1
5,R Patel,2,2,15,15,15,25,60,0,0,1,1,0,0
6,V Kohli,75,70,2633,94,52.66,1907,138.07,0,24,2,247,71,0
7,D Padikkal,52,45,1755,64,34.98,1215,144.44,0,0,1,103,44,0
8,K Bharat,35,28,1064,48,31.54,700,152,0,2,7,76,41,1
9,A Villiers,78,75,1672,79,26.12,1237,135.16,0,10,5,140,60,1
10,G Maxwell,61,54,1576,145,35.02,985,160,3,7,1,133,81,1
11,D Christian,16,7,27,9,6.75,28,96.42,0,0,1,2,0,1
12,G Garton,44,37,1332,66,27.56,1036,128.57,0,6,2,74,55,0
