,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,R Sharma,104,96,2633,118,32.1,1905,138.21,4,19,6,234,120,1
1,Q Kock,38,38,1018,79,30.84,787,129.35,0,4,3,117,32,1
2,E Lewis,29,28,833,125,30.85,544,153.12,2,5,3,54,67,1
3,H Pandya,40,25,310,33,16.31,210,147.61,0,0,2,18,19,1
4,K Pollard,68,58,1058,68,23,819,129.18,0,4,1,69,61,0
5,S Yadav,43,37,1332,67,42.42,1073,124.14,0,0,0,92,50,0
6,S Malinga,79,30,128,27,7.11,153,83.66,0,0,6,9,4,1
7,M Vijay,37,30,1050,55,35.38,780,134.62,0,0,6,94,39,1
8,S Watson,54,49,1862,70,33.88,1176,158.33,0,4,7,82,47,0
9,S Raina,78,66,1605,101,29.18,1190,134.87,1,5,3,145,58,0
10,A Rayudu,50,46,1518,75,26.02,1104,137.5,0,5,7,87,50,0
11,K Jadhav,9,6,122,58,20.33,99,123.23,0,1,0,12,3,0
12,D Shorey,34,27,891,74,24.97,621,143.48,0,2,3,100,52,0
13,H Singh,3,3,23,17,7.66,48,47.91,0,0,0,1,0,0
14,I Tahir,38,4,19,9,19,18,105.55,0,0,0,1,1,1
