,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,R Gaikwad,47,42,1386,44,23.68,1218,113.79,0,5,6,103,51,0
1,D Conway,54,48,1872,43,38.8,1104,169.57,0,6,0,80,52,1
2,M Ali,25,22,235,72,14.68,198,118.68,0,1,6,21,9,1
3,N Jagadeesan,34,27,999,43,26.29,675,148.0,0,4,4,78,48,0
4,A Rayudu,48,41,1312,74,40.18,1148,114.29,0,4,3,87,52,0
5,M Dhoni,98,85,1617,56,37.6,1282,126.13,0,2,1,116,52,1
6,S Singh,18,17,169,57,11.26,144,117.36,0,1,5,12,6,1
7,M Pathirana,44,37,1295,56,31.39,999,129.63,0,4,4,82,42,0
8,Y Jaiswal,57,50,1550,61,25.8,1450,106.9,0,7,9,91,44,1
9,J Buttler,66,58,1260,73,26.8,912,138.15,0,7,3,102,53,0
10,S Samson,45,40,1440,63,23.83,1120,128.57,0,2,4,103,48,0
11,D Padikkal,48,43,1376,46,29.0,1204,114.29,0,5,6,93,47,1
12,S Hetmyer,20,18,279,56,16.41,223,125.11,0,1,2,19,17,0
13,R Parag,47,41,1435,69,33.44,1189,120.69,0,6,2,77,44,0
14,M Krishna,50,43,1333,47,32.15,1204,110.71,0,4,0,95,39,0
