,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,A Sharma,43,37,1147,44,24.83,999,114.81,0,4,3,97,50,0
1,P Garg,57,51,1887,68,42.21,1377,137.04,0,2,4,96,42,1
2,R Tripathi,35,28,952,48,37.86,784,121.43,0,2,9,90,55,1
3,N Pooran,16,16,312,58,24.0,247,126.31,0,2,1,24,17,1
4,A Markram,2,2,18,15,9.0,17,105.88,0,0,0,1,1,0
5,K Williamson,57,55,1505,73,31.35,1236,121.76,0,9,2,158,26,0
6,R Sharma,104,96,2633,118,32.1,1905,138.21,4,19,6,234,120,1
7,I Kishan,56,52,1872,62,36.95,1404,133.33,0,0,5,84,40,1
8,T Varma,41,37,1406,60,24.02,925,152.0,0,7,5,76,45,0
9,T Stubbs,39,32,1216,70,29.4,736,165.22,0,1,4,88,53,0
10,R Singh,12,10,266,101,33.25,177,150.28,1,1,1,13,19,1
11,R Yadav,47,43,1462,74,33.94,1118,130.77,0,2,3,90,50,0
