,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,J Buttler,66,58,1260,73,26.8,912,138.15,0,7,3,102,53,0
1,D Padikkal,57,52,1872,50,35.17,1300,144,0,0,7,86,46,0
2,S Samson,56,49,1715,48,36.99,1127,152.17,0,7,6,80,47,1
3,D Mitchell,9,9,97,30,16.16,79,122.78,0,0,0,5,4,0
4,R Parag,46,41,1558,71,26.76,984,158.33,0,4,5,75,53,1
5,S Hetmyer,20,18,279,56,16.41,223,125.11,0,1,2,19,17,0
6,M Krishna,33,29,1131,69,37.98,812,139.29,0,2,6,92,49,1
7,V Kohli,75,70,2633,94,52.66,1907,138.07,0,24,2,247,71,1
8,F Plessis,44,44,1363,119,35.86,1006,135.48,1,8,0,126,45,1
9,R Patidar,43,37,1332,44,36.54,851,156.52,0,7,7,87,40,0
10,G Maxwell,61,54,1576,145,35.02,985,160,3,7,1,133,81,0
11,S Prabhudessai,56,52,1768,64,39.43,1508,117.24,0,7,1,101,48,1
12,K Karthik,32,26,399,48,33.25,278,143.52,0,0,2,42,15,0
13,P Silva,2,2,22,21,11,22,100,0,0,0,1,0,0
