,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,P Shaw,53,47,1692,68,35.5,1128,150.0,0,0,1,80,39,0
1,S Dhawan,58,57,1504,92,27.85,1173,128.21,0,9,1,166,46,1
2,A Rahane,46,42,1512,62,23.78,1134,133.33,0,1,0,74,54,0
3,R Pant,26,24,409,65,20.45,336,121.72,0,2,3,28,18,1
4,M Stoinis,19,14,136,33,15.11,117,116.23,0,0,1,14,2,0
5,T Curran,15,6,36,14,18.0,27,133.33,0,0,0,0,3,0
6,C Woakes,55,51,1938,65,34.93,1326,146.15,0,4,2,103,49,1
7,J Buttler,66,58,1260,73,26.8,912,138.15,0,7,3,102,53,0
8,M Vohra,45,39,1326,46,27.47,1053,125.93,0,4,8,76,41,0
9,S Samson,45,40,1440,63,23.83,1120,128.57,0,2,4,103,48,0
10,S Dube,6,4,64,54,32.0,42,152.38,0,1,0,3,4,0
11,D Miller,72,62,1309,101,29.75,935,140.0,1,2,0,91,57,1
12,R Parag,47,41,1435,69,33.44,1189,120.69,0,6,2,77,44,1
13,C Morris,23,13,133,55,14.77,102,130.39,0,1,3,12,5,1
