,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,M Stoinis,19,14,136,33,15.11,117,116.23,0,0,1,14,2,1
1,S Dhawan,58,57,1504,92,27.85,1173,128.21,0,9,1,166,46,1
2,S Iyer,14,13,226,62,22.6,178,126.96,0,1,1,18,9,0
3,S Hetmyer,20,18,279,56,16.41,223,125.11,0,1,2,19,17,1
4,R Pant,26,24,409,65,20.45,336,121.72,0,2,3,28,18,1
5,A Rahane,46,42,1512,62,23.78,1134,133.33,0,1,0,74,54,0
6,P Garg,57,51,1887,68,42.21,1377,137.04,0,2,4,96,42,0
7,D Warner,76,76,2079,100,30.57,1476,140.85,1,15,5,203,86,0
8,M Pandey,32,27,587,79,39.13,478,122.8,0,2,2,40,16,1
9,K Williamson,57,55,1505,73,31.35,1236,121.76,0,9,2,158,26,1
10,A Samad,38,31,1178,59,33.53,744,158.33,0,4,2,85,49,1
11,S Goswami,42,35,1330,42,36.79,840,158.33,0,7,7,82,39,0
