,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,K Rahul,34,31,1138,110,43.76,777,146.46,2,8,1,102,50,1
1,M Singh,8,6,83,36,13.83,98,84.69,0,0,0,10,1,0
2,C Gayle,58,54,1627,117,32.54,1139,142.84,2,13,3,138,105,1
3,N Pooran,16,16,312,58,24,247,126.31,0,2,1,24,17,1
4,G Maxwell,61,54,1576,145,35.02,985,160,3,7,1,133,81,0
5,D Hooda,52,48,1824,50,36.99,1152,158.33,0,4,2,81,53,1
6,A Singh,39,32,1216,74,28.04,736,165.22,0,0,5,90,55,0
7,R Uthappa,50,44,1672,45,38.75,1144,146.15,0,6,2,89,52,1
8,B Stokes,23,20,232,38,15.46,178,130.33,0,0,1,20,9,1
9,S Samson,48,42,1470,54,31.53,966,152.17,0,1,9,76,39,1
10,S Smith,36,28,577,90,27.47,448,128.79,0,4,1,53,12,1
11,J Buttler,66,58,1260,73,26.8,912,138.15,0,7,3,102,53,0
12,R Parag,49,45,1440,58,27.51,1215,118.52,0,2,3,81,45,0
