,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,K Rahul,34,31,1138,110,43.76,777,146.46,2,8,1,102,50,1
1,C Gayle,58,54,1627,117,32.54,1139,142.84,2,13,3,138,105,1
2,M Agarwal,44,37,1295,50,39.6,1036,125,0,0,5,93,50,1
3,D Miller,72,62,1309,101,29.75,935,140,1,2,0,91,57,1
4,N Pooran,16,16,312,58,24,247,126.31,0,2,1,24,17,0
5,M Singh,8,6,83,36,13.83,98,84.69,0,0,0,10,1,0
6,A Singh,51,46,1702,71,36.9,1104,154.17,0,3,4,78,41,1
7,R Tripathi,44,38,1368,54,41.96,1064,128.57,0,6,8,103,52,1
8,J Buttler,66,58,1260,73,26.8,912,138.15,0,7,3,102,53,1
9,S Samson,34,28,1092,45,36.94,700,156,0,4,0,84,51,0
10,A Rahane,45,41,1517,73,26.43,984,154.17,0,5,4,100,53,0
11,A Turner,11,7,57,22,14.25,57,100,0,0,1,1,2,0
12,S Binny,56,50,1950,50,23.74,1300,150,0,1,8,85,53,1
13,D Kulkarni,33,27,1053,69,37.95,621,169.57,0,4,7,93,47,0
14,I Sodhi,40,7,59,15,14.75,56,105.35,0,0,1,4,3,0
