,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,D Warner,76,76,2079,100,30.57,1476,140.85,1,15,5,203,86,1
1,J Bairstow,34,29,603,68,26.21,450,134.0,0,3,2,56,25,1
2,V Shankar,9,4,101,43,25.25,73,138.35,0,0,0,11,5,1
3,Y Pathan,40,34,1326,43,25.88,850,156.0,0,1,3,84,55,0
4,M Pandey,32,27,587,79,39.13,478,122.8,0,2,2,40,16,0
5,D Hooda,47,42,1344,67,33.09,966,139.13,0,3,6,78,51,0
6,S Hasan,76,76,1567,84,23.74,1266,123.77,0,9,5,163,33,0
7,C Lynn,18,16,291,44,19.4,221,131.67,0,0,1,28,14,0
8,N Rana,8,4,15,7,7.5,24,62.5,0,0,1,0,0,1
9,R Uthappa,45,40,1360,70,29.91,1120,121.43,0,7,2,78,44,1
10,K Karthik,32,26,399,48,33.25,278,143.52,0,0,2,42,15,0
11,A Russell,47,39,465,47,17.88,329,141.33,0,0,6,30,32,1
12,S Gill,45,41,1435,46,40.26,984,145.83,0,1,5,79,47,1
13,P Chawla,49,44,1408,63,34.04,1012,139.13,0,4,6,74,48,1
14,M Krishna,50,43,1333,47,32.15,1204,110.71,0,4,0,95,39,0
