,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,N Naik,45,40,1320,69,42.04,960,137.5,0,0,9,86,49,0
1,C Lynn,18,16,291,44,19.4,221,131.67,0,0,1,28,14,1
2,R Uthappa,45,40,1360,70,29.91,1120,121.43,0,7,2,78,44,0
3,N Rana,8,4,15,7,7.5,24,62.5,0,0,1,0,0,0
4,K Karthik,32,26,399,48,33.25,278,143.52,0,0,2,42,15,1
5,S Gill,45,41,1435,46,40.26,984,145.83,0,1,5,79,47,0
6,A Russell,47,39,465,47,17.88,329,141.33,0,0,6,30,32,1
7,P Chawla,49,44,1408,63,34.04,1012,139.13,0,4,6,74,48,1
8,M Krishna,50,43,1333,47,32.15,1204,110.71,0,4,0,95,39,0
9,P Shaw,53,47,1692,68,35.5,1128,150.0,0,0,1,80,39,1
10,S Dhawan,58,57,1504,92,27.85,1173,128.21,0,9,1,166,46,1
11,S Iyer,14,13,226,62,22.6,178,126.96,0,1,1,18,9,1
12,R Pant,26,24,409,65,20.45,336,121.72,0,2,3,28,18,0
13,C Ingram,49,42,1470,61,24.28,966,152.17,0,1,0,80,53,0
14,G Vihari,46,39,1404,66,33.89,1053,133.33,0,5,2,101,46,0
15,C Morris,23,13,133,55,14.77,102,130.39,0,1,3,12,5,0
16,A Mishra,37,32,1120,56,38.87,800,140.0,0,0,6,83,41,0
17,S Lamichhane,18,8,23,9,5.75,29,79.31,0,0,1,1,0,1
