,Player,Mat,Inns,Overs,Mdns,Runs,Wkts,Ave,Econ,SR,4,5,IsInD11
0,D Bravo,63.0,59.0,177.0,4.0,2832.0,49.0,57.8,16.0,22.0,3.0,1.0,1
1,C Jordan,43.0,43.0,151.3,0.0,1300.0,54.0,24.07,8.58,16.8,2.0,0.0,0
2,M Theekshana,47.0,43.0,172.0,1.0,1376.0,57.0,24.14,8.0,18.0,3.0,0.0,1
3,M Choudhary,52.0,49.0,147.0,1.0,2352.0,53.0,44.38,16.0,17.0,0.0,1.0,1
4,R Tewatia,39.0,36.0,108.0,4.0,1620.0,52.0,31.15,15.0,12.0,0.0,1.0,0
5,R Khan,45.0,45.0,171.0,1.0,1052.0,84.0,12.52,6.15,12.2,3.0,2.0,1
6,A Joseph,61.0,57.0,228.0,4.0,1368.0,46.0,29.74,6.0,30.0,0.0,0.0,1
7,L Ferguson,8.0,8.0,31.0,0.0,222.0,14.0,15.85,7.16,13.2,0.0,0.0,0
8,M Shami,8.0,8.0,27.4,0.0,275.0,10.0,27.5,9.93,16.6,0.0,0.0,1
9,Y Dayal,61.0,57.0,171.0,4.0,2223.0,65.0,34.2,13.0,16.0,2.0,1.0,0
